1416,145.298
1186,137.128
1195,134.525
1200,132.243
1205,132.42
1211,131.561
1220,130.204
1231,127.792
1235,127.054
1241,125.408
1256,116.676
1260,114.9
1265,114.711
1270,123.013
1275,134.214
1285,139.48
1295,136.7
1300,135.135
1310,143.11
1320,142.482
1325,143.362
1330,144.439
1340,145.084
1350,144.116
1355,143.896
1361,143.389
1365,144.438
1376,142.628
1385,142.686
1390,145.396
1400,146.167
1405,143.254
1416,145.04
1425,144.648
1430,147.085
0,144.177
5,147.914
16,145.825
26,143.222
31,139.529
41,147.254
45,142.039
56,136.385
61,137.922
65,133.479
76,133.109
80,136.289
86,128.947
100,123.937
105,135.406
111,137.577
116,133.217
120,136.096
131,133.396
140,138.312
146,134.883
156,134.68
161,140.618
166,135.984
171,136.58
185,140.163
191,138.655
195,137.033
201,140.516
216,139.747
221,135.208
225,136.258
231,139.04
241,133.715
251,137.044
256,136.285
266,134.21
276,138.552
281,139.916
286,136.13
291,135.101
301,138.968
305,137.136
311,143.373
315,139.912
325,140.506
330,134.061
335,142.241
345,136.122
356,137.462
361,131.387
365,137.405
371,137.437
375,134.478
381,134.477
391,134.17
401,134.736
405,135.665
411,134.404
415,131.705
421,132.688
431,131.574
436,131.505
445,132.577
455,131.743
460,131.0
471,132.451
481,137.417
485,96.2649
491,92.6504
496,64.2926
511,27.0668
516,23.1368
521,21.7392
531,20.8841
536,20.7037
540,20.3522
546,20.3577
561,20.4834
571,19.5952
575,19.5969
581,20.0925
591,19.9742
601,19.8419
606,19.9042
611,19.8381
616,14.5896
625,14.5281
631,14.6447
636,19.9645
641,14.7524
650,14.9324
661,14.962
666,15.0122
671,14.9715
681,15.3102
691,15.4126
696,15.2714
706,15.5635
715,15.7573
720,16.3664
736,16.2373
741,16.4925
746,16.244
751,16.5062
755,16.7399
760,16.8091
775,16.6084
780,16.5452
786,16.6626
791,16.895
801,16.7935
811,16.6879
815,16.5257
825,16.5431
835,16.8919
840,17.0396
855,16.9716
860,17.0726
865,16.6217
870,16.2063
876,15.7395
886,15.0061
895,14.7197
901,14.9229
905,14.442
910,14.5547
920,14.6635
926,14.4481
930,14.4567
935,14.6068
941,14.6634
951,14.7283
955,14.616
960,14.6572
970,14.523
975,14.6779
981,14.9288
985,14.8562
991,14.8052
995,14.7211
1001,14.5039
1010,14.2887
1015,14.2661
1020,14.2966
1025,14.0804
1035,13.9293
1041,13.8761
1045,14.0625
1051,14.0025
1061,13.7388
1065,13.9969
1071,14.3073
1075,14.6118
1081,15.9808
1086,18.5368
1096,25.5437
1101,40.9499
1106,71.3259
1110,91.7652
1121,138.92
1126,134.587
1130,136.029
1136,133.292
1145,134.504
1150,135.297
1155,134.579
1160,135.971
1165,136.579
1175,134.95
1185,134.001
1190,134.962
1195,135.283
1200,136.584
1205,136.334
1215,134.072
1221,136.68
1230,137.156
1235,131.559
1245,133.7
1250,136.133
1255,137.199
1260,136.594
1271,133.137
1275,133.332
1280,137.776
1291,141.239
1300,138.094
1305,137.182
1310,138.259
1315,140.669
1320,139.487
1330,139.608
1340,139.906
1345,141.961
1350,145.428
1360,142.108
1365,143.34
1370,145.299
1380,139.852
1385,142.3
1390,138.499
1400,139.853
1410,140.12
1420,139.373
1425,139.463
1430,138.356
5,147.088
10,147.448
15,143.03
20,140.155
30,145.356
40,149.755
45,148.373
55,150.517
65,148.333
70,146.656
75,142.477
81,148.101
90,143.247
101,140.138
106,142.056
110,144.394
116,147.718
121,145.611
130,145.45
135,144.657
141,141.844
146,143.343
160,138.184
165,142.531
170,140.602
175,141.69
185,140.009
195,137.052
200,143.287
205,143.393
215,146.035
225,140.201
241,141.979
247,139.874
256,140.248
261,139.488
270,143.57
275,139.805
280,137.093
286,142.567
296,134.501
301,132.219
305,135.908
310,137.837
315,137.787
320,137.692
330,134.372
335,132.534
345,131.792
355,128.801
361,129.519
365,133.251
370,130.119
375,130.192
380,129.892
390,131.542
395,132.825
400,135.541
406,141.013
410,136.292
420,138.853
427,140.52
430,136.346
440,135.42
445,135.537
456,134.514
466,109.863
475,83.8489
485,24.6274
491,18.0587
501,15.317
506,14.2624
510,14.0106
515,13.8529
521,13.855
536,13.7214
541,13.8054
546,13.9413
555,13.7205
561,13.7627
566,17.7069
571,13.6357
581,13.7326
591,13.723
600,13.9188
606,13.8133
617,14.0005
626,14.0947
631,14.048
636,13.9716
641,14.0252
651,16.8637
661,14.0106
665,14.0163
676,14.0749
681,14.192
685,13.9955
691,14.1279
696,14.1317
705,14.002
716,14.3989
720,14.1942
730,14.387
735,14.278
741,14.3405
750,14.2638
755,14.3692
765,14.4556
771,14.4036
775,14.381
780,14.4944
790,14.3449
800,14.491
805,14.4558
815,14.9625
821,14.6499
825,14.9117
831,15.0079
841,15.1121
845,14.8966
850,14.6988
856,14.7047
861,14.6208
865,14.3265
875,14.2891
885,14.4867
890,14.2621
901,14.261
905,14.4118
911,14.6248
915,14.9017
925,15.6752
930,15.6044
936,15.6311
941,15.6097
950,15.5553
961,16.4834
971,16.787
975,17.3888
981,18.1115
991,17.2753
995,16.7778
1000,16.7204
1010,15.2752
1020,15.5287
1025,15.6633
1030,15.3442
1035,15.1722
1040,15.5047
1051,14.6322
1055,14.865
1060,14.74
1065,14.7221
1070,14.7039
1080,15.2041
1086,16.3158
1091,18.2985
1101,36.1791
1105,65.125
1111,91.088
1115,94.2877
1121,129.107
1125,136.723
1138,135.444
1145,133.483
1150,132.488
1155,132.61
1166,132.928
1171,132.397
1176,131.758
1181,134.576
1185,137.167
1191,139.273
1201,137.806
1205,138.199
1210,139.869
1215,139.294
1220,140.571
1230,140.86
1235,140.787
1241,141.237
1251,141.629
1261,142.704
1266,143.089
1270,144.7
1276,145.783
1286,142.813
1296,137.803
1306,140.06
1316,143.644
1326,142.263
1331,144.64
1341,141.062
1346,142.615
1351,143.901
1356,142.603
1371,139.8
1381,134.323
1386,141.385
1391,141.42
1401,141.025
1411,142.119
1416,134.188
1426,141.089
1431,141.483
1436,148.532
2,144.621
11,140.762
15,141.399
26,144.806
32,146.129
41,140.534
46,141.511
50,145.284
55,146.07
66,144.838
71,150.374
75,149.116
86,148.131
106,143.834
111,137.02
116,134.484
122,131.804
126,132.075
131,143.278
141,145.383
146,150.911
158,151.608
162,145.773
166,143.549
171,141.979
182,144.42
186,145.806
196,142.488
202,146.111
211,138.881
225,140.891
234,148.061
236,152.929
242,157.482
256,142.068
261,137.98
268,150.687
271,148.081
276,153.323
287,148.717
295,150.409
301,152.643
311,144.397
321,141.078
326,131.522
336,130.33
340,131.893
346,127.885
496,16.9848
507,14.1814
513,13.9947
516,13.8822
522,13.7525
535,19.0109
541,18.8365
546,18.9786
552,19.8433
566,19.7519
571,13.7763
575,13.8387
581,13.9531
591,13.8601
601,13.7633
606,13.8721
615,13.8376
620,13.831
626,13.9558
631,14.1969
635,14.0256
645,14.0589
651,14.4641
656,14.4489
662,13.9853
666,14.2166
676,14.3488
685,14.464
691,14.3668
696,14.1172
705,13.8966
711,13.955
716,13.9702
721,13.9079
725,13.9484
736,14.1512
745,14.4069
750,14.5673
755,14.8115
761,14.714
771,14.6653
775,14.8083
780,14.5397
786,14.3714
791,14.0592
796,14.0518
805,14.0958
811,13.9749
816,13.9989
825,13.8612
836,13.9738
841,13.9075
845,13.8635
856,14.0272
861,13.8305
870,13.9965
875,14.0988
886,14.0891
895,14.0685
900,14.3583
911,14.1837
916,14.2231
926,14.2962
930,14.1347
941,13.9802
946,14.1009
956,14.0318
960,14.1988
966,14.0649
971,13.8981
975,14.2971
985,13.9236
990,14.0936
996,14.2577
1005,14.7513
1010,14.7663
1015,14.8128
1021,14.7967
1026,14.6554
1041,14.3163
1046,14.415
1051,14.3428
1056,14.2808
1065,14.304
1070,14.0807
1075,14.2465
1081,14.8113
1095,17.6759
1106,38.0748
1111,69.084
1116,92.4796
1126,97.7312
1136,135.098
1141,131.897
1150,136.469
1155,139.125
1160,138.714
1166,138.247
1170,134.087
1183,134.496
1190,135.432
1196,137.813
1205,137.138
1210,137.289
1215,136.528
1221,135.792
1230,135.943
1234,135.741
1238,133.917
1246,135.013
1251,139.514
1258,139.591
1262,140.089
1266,139.156
1270,138.148
1279,136.779
1286,139.234
1290,142.458
1294,140.314
1302,139.751
1306,138.143
1314,140.043
1318,141.359
1322,138.957
1326,142.312
1334,145.104
1336,144.986
1345,142.294
1350,133.204
1356,136.988
1361,136.539
1366,140.542
1374,142.662
1378,140.189
1382,135.894
1388,137.972
1394,136.799
1400,133.293
1407,136.487
1411,136.586
1418,131.712
1425,137.779
1431,138.152
1435,142.324
3,139.98
6,144.009
15,144.18
18,150.461
26,144.332
29,139.474
35,141.568
43,139.903
49,142.566
54,146.796
58,138.424
67,140.763
74,136.084
78,138.136
84,136.656
89,139.12
94,145.506
101,146.548
106,141.274
110,144.61
119,139.442
122,133.759
128,141.258
134,142.896
138,140.908
143,136.255
151,135.028
155,142.086
161,143.986
164,138.736
172,141.771
179,137.622
182,141.942
188,140.947
194,137.169
198,134.843
204,139.476
210,135.858
214,138.521
221,135.823
226,139.916
231,138.737
238,136.677
242,134.507
250,133.635
254,132.042
256,131.919
264,132.327
270,130.612
276,134.905
282,131.54
286,131.833
294,138.329
298,133.679
306,134.807
311,129.713
314,132.834
323,136.245
326,135.211
329,134.136
338,132.451
340,136.214
349,135.932
354,132.607
359,128.59
363,131.48
369,134.596
376,136.354
382,131.983
386,134.643
395,133.683
398,134.248
407,129.957
412,128.746
419,137.406
426,133.359
434,131.454
438,137.879
440,130.464
447,129.341
452,132.235
457,134.307
467,112.209
469,89.0138
475,81.2203
482,44.4668
491,28.2045
494,23.5031
498,21.4464
506,20.5003
510,19.8185
515,19.4766
523,19.5757
530,13.6119
534,13.6855
542,13.6105
546,19.9136
555,13.8663
558,13.6612
562,13.6263
571,13.7268
574,13.9776
582,13.8305
587,13.5992
592,13.76
598,13.6572
603,13.6921
610,17.7138
619,13.7479
623,13.9319
627,13.7932
634,19.4696
643,13.7619
650,13.8528
658,13.957
663,14.0751
667,13.9715
672,14.1113
676,14.0472
683,14.132
690,14.2264
694,13.9806
703,14.204
707,14.2711
715,14.2276
718,14.3235
726,14.1446
730,14.4451
732,14.2639
738,14.2645
747,14.2478
751,14.3736
758,14.2798
762,14.3995
771,14.4205
773,14.3531
782,14.118
786,14.3891
789,14.3548
798,14.2948
802,14.3258
811,14.3762
814,14.1486
818,14.2899
826,14.2172
830,14.1363
839,14.1185
842,14.2141
848,14.1789
854,144.74
854,14.0721
859,14.3894
861,139.421
863,14.2883
865,137.986
868,142.758
870,14.299
874,14.2736
878,145.213
880,148.919
883,14.3801
886,147.995
887,14.3821
892,149.118
894,14.2065
896,148.295
898,14.2368
902,145.58
902,14.0352
910,144.97
910,14.2957
914,14.1793
915,142.907
918,143.653
920,14.1681
922,146.506
926,14.1344
930,144.014
931,14.1402
934,145.624
938,14.0087
941,144.294
942,14.1909
945,144.035
946,14.1435
955,14.0521
955,146.572
957,144.461
958,14.1055
962,143.561
966,14.1311
967,143.136
970,19.0846
972,147.095
974,15.0944
980,147.472
981,15.0659
986,147.642
988,14.9047
988,142.645
994,14.8876
998,14.8105
998,148.83
1002,142.245
1003,14.8192
1008,138.801
1008,14.7066
1010,138.42
1014,14.7462
1018,149.456
1020,14.8138
1022,145.735
1026,141.413
1027,14.7428
1031,14.8257
1035,140.416
1036,14.7715
1038,139.832
1042,134.009
1046,14.8997
1048,14.8556
1050,123.833
1054,128.877
1055,14.7205
1058,135.893
1059,15.0094
1064,14.8962
1066,134.726
1070,133.3
1074,14.9246
1078,136.028
1078,15.1197
1082,142.123
1086,14.9998
1086,142.882
1090,15.6791
1092,135.222
1098,17.3593
1098,133.21
1102,22.2551
1102,140.684
1107,31.8166
1110,139.104
1111,50.9202
1114,135.815
1118,132.737
1124,127.547
1124,94.9797
1130,127.922
1131,131.88
1134,132.902
1135,139.994
1141,136.591
1142,137.276
1146,141.472
1150,136.539
1152,141.9
1154,137.025
1156,137.16
1158,138.395
1162,137.624
1162,141.756
1168,137.41
1168,137.623
1176,136.177
1178,137.709
1182,134.394
1184,135.774
1186,135.214
1190,135.626
1194,135.605
1198,137.012
1200,136.092
1200,133.708
1206,130.918
1206,132.507
1212,138.431
1212,131.728
1218,140.351
1222,137.019
1224,141.989
1228,138.19
1230,136.039
1234,134.648
1234,135.947
1240,136.678
1242,137.661
1246,137.603
1246,137.11
1250,136.841
1250,137.008
1256,136.505
1258,134.796
1266,134.693
1266,134.237
1270,137.938
1270,133.164
1272,136.217
1274,131.961
1278,133.785
1282,135.99
1286,140.343
1288,133.039
1290,131.897
1292,133.57
1294,132.589
1298,139.326
1301,135.864
1302,141.205
1306,133.332
1311,133.57
1314,130.024
1314,141.234
1318,131.037
1319,140.74
1323,142.848
1326,130.421
1330,129.12
1331,144.264
1334,129.96
1334,145.311
1339,140.421
1342,128.812
1344,143.369
1346,128.391
1350,127.126
1351,140.073
1356,130.007
1357,136.604
1362,143.697
1366,147.993
1367,88.3885
1372,143.156
1373,84.9794
1379,142.981
1379,50.7007
1382,142.933
1387,27.9314
1392,19.0655
1399,16.0194
1402,14.7672
1410,14.2216
1414,13.8819
1418,13.768
1424,20.4742
1434,20.4273
1438,19.5462
3,20.2852
10,20.1628
15,20.2483
22,20.3033
27,20.0803
34,19.9657
41,19.9874
46,20.1419
50,13.8006
56,13.8324
597,13.7465
602,13.7474
609,13.7342
614,13.8599
622,13.6472
628,13.814
634,13.6379
638,13.8337
646,13.7368
650,13.7855
658,13.6719
662,13.7273
667,13.8055
674,13.6997
682,13.7463
687,13.7653
690,13.8336
698,13.9173
702,13.8706
706,13.9318
712,13.8139
718,13.7245
726,13.9264
730,13.9338
734,13.8375
742,14.027
748,13.981
754,13.9463
759,13.957
764,13.9329
768,13.9184
774,13.8389
778,13.8835
786,13.9928
790,13.8439
796,13.9263
804,13.886
810,13.793
812,13.8752
818,13.8818
826,13.819
830,13.8695
836,13.9575
844,13.9576
848,13.9047
852,13.9042
858,14.0675
866,14.1142
874,14.1143
883,14.0994
